Official Symbol Interactor A	Official Symbol Interactor B
RAD51C	XRCC2
RAD51C	XRCC3
RAD51C	RAD51L1
RAD51C	RAD51L3
WRN	TP53
BLM	TP53
WRN	TP53
BLM	TP53
CTNNB1	CDH11
THBS1	COL3A1
THBS1	COL2A1
THBS1	COL1A1
THBS1	COL4A1
THBS1	COL5A1
UBTF	TAF1C
EPS15	AP2A1
EPS15	EGFR
RBX1	CDC34
PLAUR	IGF2R
MYOC	FBN1
SELL	CFH
MS4A1	LCK
MS4A1	FYN
KIT	KITLG
MAP3K7	SMAD6
PDZK1	SCARB1
ICAM1	IL2RA
IRS1	PTPN1
CRK	BCAR1
CRK	PTK2
CRK	PXN
GRB2	PTK2
GRB2	PXN
GRB2	BCAR1
SRC	PTK2
SRC	PXN
SRC	BCAR1
FGFBP1	HSPG2
FGFBP1	HSPG2
SYK	PAG1
LYN	PAG1
FYN	PAG1
SHC1	PAG1
GRB2	PAG1
LCP2	PAG1
PTPN6	PAG1
ZAP70	PAG1
LCK	PAG1
VAV1	PAG1
CSK	PAG1
LYN	TRAT1
FYN	TRAT1
GRB2	TRAT1
LCP2	TRAT1
LCK	TRAT1
PAG1	CSK
PAG1	FYN
POLR2A	PCIF1
POLR2A	PCIF1
CD3D	CANX
CTNNB1	CHUK
CTNNB1	IKBKB
CTNNB1	CHUK
CTNNB1	IKBKB
DAPK2	DAPK2
ELMO1	DOCK1
VTN	TGFB1
VTN	TGFB2
VTN	VEGFA
VTN	EGF
VTN	FGF2
SHC1	GRB2
INSR	GRB2
F10	F5
PTK2	EPHA2
EPHA2	PTPN11
CBLB	VAV1
SMAD2	INSR
SMAD2	INSR
SMAD2	INSR
BAD	BCL2
BAD	BCL2L1
BAD	BCL2
BAD	BCL2L1
CCND1	AR
SHC1	GRB2
SHC1	FLT4
NRXN1	NLGN1
NRXN1	NLGN2
NRXN1	NLGN3
NRXN2	NLGN1
NRXN2	NLGN2
NRXN3	NLGN1
NRXN3	NLGN2
NRXN3	NLGN3
DGKZ	HRAS
DGKZ	RASGRP1
XRCC1	LIG3
HSPA1A	BCL2
KRT1	KNG1
DAG1	AGRN
ZBTB17	MYC
ZBTB17	MYC
ZBTB17	MYC
ITGB1	CANX
PTPN12	TGFB1I1
PTPN12	TGFB1I1
PTPN12	TGFB1I1
MMP1	BCAN
MMP2	BCAN
MMP3	BCAN
MMP7	BCAN
MMP8	BCAN
MMP10	BCAN
MMP13	BCAN
PDZD2	PKP4
PDZD2	ERBB2IP
CXCR1	GNAI2
EPOR	PIK3R1
PIK3R1	EPOR
POLR2A	SUPT5H
TP53	MDM2
ZBTB16	SIN3A
ZBTB16	VDR
BID	BCL2A1
NUP98	KPNB1
RYR3	FKBP1A
L1CAM	ITGA5
L1CAM	ITGAV
RYK	EPHB2
RYK	EPHB3
MYB	SND1
MYB	SND1
DTNA	DRP2
GTF2E1	GTF2E2
GTF2F1	GTF2E2
TBP	GTF2E2
GTF2E2	GTF2E2
C4A	CST3
ARF1	AP4M1
ARF1	AP4E1
ARF1	AP4E1
PRPF4B	PNN
PRPF4B	PNN
HTT	F8A1
APAF1	CASP9
APAF1	BCL2L1
RAPGEF1	CRKL
RAPGEF1	GRB2
RAPGEF1	CRKL
TBP	RXRA
TBP	RXRA
PLA2G4C	S100A10
CBX3	SP100
CBX3	SP100
CBX3	SP100
DSC2	DSG1
DSC2	JUP
RNPS1	SART3
RNPS1	SART3
RNPS1	SART3
GJB1	JUP
UBTF	CD3EAP
CD55	CD55
RBP1	LRP2
PIK3R1	CSF1R
PRKAR1A	PRKAR1B
PRKAR1A	PRKAR1B
HSPA1A	HSF1
MAPK3	JUN
PSTPIP1	ABL1
PSTPIP1	ABL1
PSTPIP1	ABL1
TNFAIP3	TNIP1
TNFAIP3	TNIP1
CD4	PIP
PLG	THBS1
DUSP16	MAPK14
DUSP16	MAPK9
MAPK14	DUSP16
MAPK14	DUSP10
MAPK14	DUSP6
MAPK14	DUSP10
MAPK14	DUSP16
MAPK14	DUSP1
DUSP1	MAPK9
DUSP1	MAPK10
DUSP10	MAPK9
DUSP10	MAPK10
DUSP16	MAPK10
CCL14	DDX39
CCL14	DDX39
CCL14	DDX39
NR3C1	NFKB1
NR3C1	NFKB2
RASSF5	MRAS
RASSF5	RASSF1
RASSF5	RASSF2
RASSF5	KRAS
RASSF5	RAP2A
RASSF5	RRAS
RASSF5	RASSF5
RASSF5	RAP2A
RASSF5	MRAS
RASSF5	RASSF1
RASSF5	RRAS
RASSF1	RASSF1
CDK9	IL6ST
PEX19	ABCD1
PEX19	ABCD2
PEX19	ABCD3
PEX19	ABCD1
PEX19	ABCD2
PEX19	ABCD3
DNMT1	DNMT3A
DNMT1	DNMT3B
DNMT3A	DNMT3B
DNMT1	DNMT3A
DNMT1	DNMT3B
DNMT3A	DNMT3B
NRD1	HBEGF
NRD1	HBEGF
GADD45G	PCNA
GADD45G	CDKN1A
PPP1R13L	RELA
PPP1R13L	SP1
PPP1R13L	SP1
ZNF174	ZNF174
ARL8B	TUBB
ARHGDIA	RDX
EIF3E	CSN3
EIF3E	COPS6
EIF3E	CSN3
EIF3E	COPS6
BANK1	LYN
BANK1	ITPR1
BANK1	LYN
PPM1B	MAP3K7
PPM1B	MAP3K7
IFNAR1	PIK3R1
CCR3	FGR
CCR3	HCK
HCK	CSF3R
HCK	CSF3R
NCSTN	PSEN1
NCSTN	PSEN2
NCSTN	APP
MBD2	HINFP
MBD2	HINFP
MBD2	HINFP
PLG	PAPPA
LDHA	KCNJ11
LDHA	ABCC9
RNGTT	RNMT
WASL	RHOQ
WASL	RHOQ
GNA13	RDX
GNA13	RDX
GNA13	RDX
SOS1	EGFR
EBI3	IL27RA
EBI3	GOSR1
IL27RA	GOSR1
BTK	IBTK
IBTK	BTK
MAP4K1	MAP3K11
AKAP13	RXRB
AKAP13	ESR1
AKAP13	PPARA
AKAP13	THRA
AKAP13	ESR1
SMAD6	MAP3K7
SMAD6	TAB1
SMAD7	TAB1
TXN	MAP3K5
TXN	MAP3K5
RGS14	RAP2A
RGS14	RAP1A
WAS	VASP
CRK	PDGFRA
CRK	PDGFRB
CRK	PDGFRA
CRK	PDGFRB
ARHGAP26	PTK2
BCAR1	PTK2
GRB2	PTK2
FBLN5	FBLN5
FBLN5	FBLN5
EPB41	TJP2
TJP2	EPB41
NEDD9	FYN
HAND1	HEY2
HAND1	HEYL
GEMIN7	GEMIN6
GEMIN7	SMN1
GEMIN7	GEMIN6
GEMIN7	SMN1
FBXO32	SKP1
PODXL	SLC9A3R2
PODXL	SLC9A3R2
MXD1	SIN3A
HOXB1	PBX1
ESRRG	ESRRG
ESRRG	NCOA1
STOM	STOM
SLAMF1	SH2D1A
SLAMF1	PTPN11
IRF8	COPS2
COPS2	IRF8
IRF8	COPS2
CCNE1	AR
BCL2	CDK1
BCL2	PIN1
EPHA2	ACP1
ACP1	EPHA2
ACP1	EPHA2
APOH	LRP2
UPF1	UPF2
POU5F1	HMGB1
POU5F1	HMGB2
GSK3B	NOTCH1
NOTCH1	GSK3B
SRF	NKX3-1
NFKBIE	NFKB1
NFKBIE	RELA
NFKBIE	NFKB1
NFKBIE	RELA
NFKBIE	REL
NFKBIE	NFKB2
NFKBIE	NFKB2
NFKBIE	RELA
NFKBIE	REL
NFKBIE	NFKB1
NFKBIE	NFKB2
HCLS1	FGR
GGA2	SORT1
RFXANK	RFXAP
RFXANK	CIITA
RFXANK	CIITA
RFXANK	RFXAP
DSC3	CTNNB1
DSC3	JUP
ITGB1	ITGA9
RANGRF	RAN
RANGRF	RAN
HRAS	RALGDS
RALGDS	HRAS
RALA	PLD1
ALK	SHC3
ARIH1	UBE2L3
ZBTB32	FANCC
ZBTB16	ZBTB32
ZBTB32	ZBTB16
SRF	MYOG
LYN	CBL
FYN	CBL
CBL	CRKL
FLT1	PGF
TBP	ESR1
VEGFA	GPC1
DBF4B	CDC7
NCOA1	ESR2
CASK	RPH3A
CASK	RPH3A
APOBEC2	APOBEC1
NCK1	SOS1
NCK1	SOS1
AKAP11	PRKAR2A
PTPRC	CD247
BCL2	PPP2R5A
AKT1	CDKN1B
CDKN1B	SKP2
CDKN1B	AKT1
CDKN1B	YWHAQ
INSR	PRKCD
CBX5	TRIM28
CBX1	TRIM28
CBX3	TRIM28
CBX1	CBX1
CBX1	CBX3
CBX1	CBX5
CBX3	CBX1
CBX3	CBX3
CBX3	CBX5
CBX5	CBX1
CBX5	CBX3
CBX5	CBX5
CBX1	CBX1
CBX1	CBX3
CBX1	CBX5
CBX3	CBX1
CBX3	CBX3
CBX3	CBX5
CBX5	CBX1
CBX5	CBX3
CBX5	CBX5
CBX5	HIST3H2A
CBX5	HIST3H2BB
CBX5	HIST4H4
CBX5	HIST2H3A
APP	APPBP2
BMP2	BMPR1A
HAP1	HTT
HAP1	HTT
TBP	TP53
GRB2	SOS1
KDR	GRB2
KDR	SHC1
KDR	RASA1
NMB	NMBR
CDKN1A	TSG101
NUP214	NUP107
CDH15	ARVCF
CDH15	ARVCF
PPP2R5A	PPP2R5C
FLNA	CASR
VDR	JUN
VDR	FOS
CLINT1	CLTC
CLINT1	AP1B1
CLINT1	EPS15
CLINT1	DNM1
CLINT1	GGA2
CLINT1	AP2A1
CLINT1	AP2B1
CLINT1	AP1G1
HTATSF1	SF3A2
CALM2	AKAP9
AKAP9	CALM2
AKAP9	CALM1
CALM1	AKAP9
AKAP9	TUBGCP3
PCNT	TUBGCP3
PCNT	TUBGCP2
SOS1	ABI1
SOS1	EPS8
SOS1	ABI1
VCAN	FBN1
PTPN21	BMX
BMX	PTPN21
HGS	HAP1
HAP1	HGS
XRCC5	POU2F1
XRCC5	POLA1
XRCC5	PCNA
XRCC5	TOP2A
XRCC5	PRIM1
XRCC5	POLR2E
XRCC5	POLR2D
XRCC5	ORC2L
XRCC5	ORC1L
XRCC5	PRKDC
XRCC5	RFC1
NEU1	GLB1
GAK	CDK5
GAK	CCNG1
GAK	CCNG1
RNF4	PATZ1
PATZ1	RNF4
CRH	CRHR1
CRHR1	GNAQ
CRHR1	GNAS
CRHR1	GNAO1
CRHR1	GNAI1
INPP5D	PTPN11
HNRNPK	CEBPB
CEBPB	NOLC1
NOLC1	CEBPB
TNFSF15	TNFRSF25
TNFSF15	TNFRSF6B
PXN	ITGA4
PTK2	PXN
PTK2	ITGA4
PTK2	PXN
TFF1	TFF1
CSTA	CSTA
PLP2	PLP2
FOXG1	FOXH1
SMAD2	FOXH1
PXN	VCL
PXN	PTK2
PXN	TLN1
PEX19	PEX10
PEX19	PEX12
PEX19	PEX13
PEX19	PEX11B
PEX19	PEX12
PEX19	PEX13
PEX19	PEX14
PEX19	PEX3
PEX19	ABCD3
PEX19	SLC25A17
CREB5	CREB5
CREB5	JUN
JUN	JUN
JUN	FOS
LYN	NMT1
FYN	NMT1
AFP	CCR5
TWIST2	MEF2C
RGS4	GNAI1
RGS4	GNAI2
RGS4	GNAO1
RGS4	GNAQ
CLK1	SRSF1
NGFR	TRAF1
NGFR	TRAF3
NGFR	TRAF4
NGFR	TRAF5
NGFR	TRAF6
NGFR	TRAF2
NGFR	TRAF2
NGFR	TRAF4
HOXB9	BTG1
HOXB9	BTG2
HOXB9	BTG1
HOXB9	BTG2
BTG2	HOXC8
GNAQ	SLC9A3R1
GNAQ	SLC9A3R1
TBXA2R	GNAQ
PLCB1	GNAQ
CTNNB1	APC
CTNNB1	APC
MAP2K2	MAPK3
MAP2K1	MAPK3
KIR2DL1	HLA-C
CDK4	CDC37
SHC1	EPOR
THBS3	THBS3
SUMO2	SENP3
MAP3K6	MAP3K5
MAP3K6	MAP3K5
AKT1	NR4A1
AKT1	NR4A1
MAPK15	CLIC3
NUP214	NXF2
NUP214	NXF3
NUP214	NXF1
NXF2	NUP214
NXF2	NUP153
NXF2	NUP62
DAG1	UTRN
NFX1	NUP214
NFX1	NUP98
NFX1	NUP153
NFX1	NUP62
PRKCZ	NCL
PCNT	DYNC1LI1
LYN	TYK2
FBXO2	ITGB1
FBXO2	AHSG
NOD1	NOD1
NOD1	CASP1
NOD1	CASP2
NOD1	CASP4
NOD1	CASP8
NOD1	CASP9
NOD1	RIPK2
NOD1	CFLAR
ACTA1	GC
TYRO3	PIK3R1
TYRO3	PIK3R1
MAP3K11	AKT1
MAP3K11	AKT1
ACTN2	MYOZ1
MYOZ1	ACTN2
TCAP	MYOZ1
FLNC	MYOZ1
VTN	KNG1
FGFR1	FRS2
SHC1	IRS1
U2AF1	U2AF2
TGS1	NCOA6
TGS1	NCOA6
TNFRSF10B	TRADD
TNFRSF10B	FADD
TNFRSF10A	TRADD
TNFRSF10A	FADD
TNFRSF10B	RIPK1
PEA15	CASP8
PEA15	FADD
SKP1	SKP2
SKP1	SKP2
ACPP	ACPP
RALGDS	RAP2B
RALGDS	RAP2A
RALGDS	RAP1A
ASCL1	MEF2A
RAP2A	RALGDS
MEF2A	ASCL1
PLN	ATP2A1
AIP	AHR
CCNB3	CDK2
YWHAG	CDK16
PRKAR2A	AKAP8
LYN	CD72
SYK	CD72
CD72	PTPN6
CD72	PTPN6
NEDD9	CRK
NEDD9	LCK
NEDD9	NCK1
NEDD9	ABL1
NCK1	NEDD9
NCK1	CRK
NCK1	PTK2
TIMP2	MMP14
TIMP2	MMP14
CASR	CASR
GP1BA	FLNA
HSPA1A	AIFM1
LIG4	XRCC4
MLLT4	EPHB2
MLLT4	EPHB3
MLLT4	EPHB6
MLLT4	EPHA7
MLLT4	NRXN1
MLLT4	NRXN2
MLLT4	NRXN3
MLLT4	JAG1
MLLT4	EPHB3
MLLT4	EPHB3
PECAM1	CTNNB1
PECAM1	PTPN11
PECAM1	MAPK1
PECAM1	DSP
TAC1	TACR1
TAC1	TACR3
PECAM1	JUP
KPNA2	PLAG1
KPNA2	PLAG1
KTN1	RHOG
RHOG	KTN1
RHOG	KTN1
RHOA	KTN1
TFDP1	CDK3
POU1F1	NR1I2
POU1F1	PPARG
POU1F1	PPARA
POU1F1	VDR
POU1F1	NR1I3
COL1A1	MMP2
NRIP1	JUN
TGFB1	FCN1
SP1	GATA1
SP1	LMO2
VCP	PSMC1
VCP	NFKBIA
SP1	TAL1
SP1	LDB1
VCP	NFKBIA
SP1	TAL1
SP1	TAL1
USO1	RAB1A
USO1	SCFD1
USO1	GOSR2
USO1	STX5
USO1	STX5
USO1	GOSR2
USO1	SCFD1
RPA2	RAD52
SH3KBP1	ABI2
SH3KBP1	PDCD6
MAP3K14	NFKB2
PRKAA1	CFTR
NR3C1	RELA
TCAP	TTN
TTN	TCAP
GTF2F2	POLR2E
GTF2F2	POLR2E
NLRC4	PYCARD
ROS1	EGFR
ROS1	VAV3
INSR	VAV3
VAV3	IGF1R
GRB2	VAV3
SHC1	VAV3
SH2D1A	DOK1
SH2D1A	DOK1
FOXH1	SMAD2
FOXH1	SMAD4
FOXH1	SMAD2
FOXH1	SMAD4
SMAD4	SMAD2
PTK2	SRC
PTK2	FGR
KCNJ6	KCNJ9
DRD4	KCNJ3
DRD4	KCNJ9
DRD4	KCNJ5
DRD2	KCNJ3
DRD2	KCNJ6
DRD2	KCNJ5
KCNJ3	ADRB2
KCNJ5	ADRB2
TRIM3	ACTN4
TRIM3	ACTN4
PTPN11	SELE
SELL	GRB2
NKX2-5	GATA4
GATA4	NKX2-5
TYK2	CBL
CSK	SHC1
GGA1	RABEP1
GGA1	RABGEF1
GGA1	RABEP1
GGA2	RABEP1
RABEP1	GGA1
RABEP1	GGA2
AP1G1	RABEP1
GGA3	RABEP1
VWF	HSP90B1
VWF	HSPA5
VWF	PDIA4
CALR	VWF
TIRAP	TLR4
TIRAP	TLR4
PPARA	PRIC285
ADRB2	EIF2B1
ADRA2B	EIF2B1
ADRA2C	EIF2B1
TNFAIP3	YWHAZ
TNFAIP3	YWHAH
TNFAIP3	YWHAH
TMBIM6	BCL2
SELL	MUC7
PGR	NCOA1
GRB2	MAP2
MAP2	FYN
HTT	HIP1
HTT	HIP1
SLC1A1	ARL6IP5
SLC1A1	ARL6IP5
TERF2IP	TERF2IP
TERF2IP	TERF2
INSR	INSRR
NCK2	DOCK1
GIT1	ARHGEF6
GIT1	ARHGEF7
TLN1	PTK2
TLN1	PTK2
APP	BGN
TNK2	CLTC
UBE2L3	CBL
BCAT2	BCAT2
GAN	MAP1B
GAB1	PTPN11
PTPN1	CAV1
PTPN6	CAV1
PTPN11	CAV1
PTEN	CAV1
PTPRF	CAV1
PAIP1	PABPC1
HIPK3	FAS
HIPK3	FADD
RGS16	GNAI3
CCND1	PCNA
CCND3	PCNA
SLC9A3R2	ADORA2B
EZR	ADORA2B
EZR	SLC9A3R2
CD82	CD63
CD82	HLA-DRA
CD63	HLA-DRA
CD63	CD82
CD82	HLA-DMB
CD63	HLA-DMB
CD63	HLA-DOB
CD82	HLA-DOB
GSN	FN1
CTBP1	MECOM
CTBP1	MECOM
MSN	SLC9A3R1
NF2	SLC9A3R1
PEG3	SIAH2
PEG3	SIAH1
PEG3	SIAH1
PEG3	SIAH2
YWHAZ	IL9R
YWHAZ	IL9R
IFNAR1	STAT2
CAV1	S1PR1
YBX1	IREB2
IREB2	YBX1
SIGMAR1	ITPR3
SIGMAR1	ANK2
AR	CTNNB1
OCLN	GJB1
APEX1	ANP32A
APEX1	SET
PPP2R4	CCNG1
PPP2R4	CCNG1
ADRB2	GRB2
ADRB2	GRB2
DYNLL1	NTRK2
SNAP23	SCAMP1
SNAP23	SCAMP2
SSBP1	SSBP1
GNA13	PTK2B
NGEF	EPHA4
LMNA	RB1
EIF3E	IFIT1
SP1	SMAD3
CSNK2B	RPL5
ACTN1	MYOT
TNFRSF18	TRAF1
TNFRSF18	TRAF3
TNFRSF18	TRAF2
NR5A1	NRIP1
NR0B1	NRIP1
NR0B1	NR5A1
PML	HHEX
PML	HHEX
KRT18	DEDD
AMBP	A2M
HSP90AA1	NR3C1
IRF4	NFATC2
NFATC2	IRF4
CALCR	THBS1
PPARGC1A	ESR1
EPHB3	EFNB3
EPHA4	EFNB3
DNMT1	PCNA
SERPINE1	PLAT
SNRPD3	SNRPN
SNRPD3	SNRPE
SNRPD3	SNRPG
SNRPD2	SNRPE
SNRPD2	SNRPF
SNRPD2	SNRPD1
SNRPD1	SNRPD2
SNRPE	SNRPF
SNRPF	SNRPD2
SNRPF	SNRPE
SNRPG	SNRPE
NBN	TERF1
ACTN1	TTN
BTK	GTF2I
GTF2I	BTK
LRDD	FADD
LRDD	MADD
RAP1A	RAF1
CCNE1	SKP2
FGFR1	FRS2
RIPK2	IKBKG
RIPK1	IKBKG
SP1	MEF2D
SP1	MEF2D
CD34	ATF5
CD34	CREM
GLI1	SUFU
GLI1	SUFU
SUFU	SUFU
SUFU	GLI2
SUFU	GLI3
EPS8	ABI1
KATNB1	KATNB1
EPOR	GRB2
EPOR	SYP
SYP	GRB2
MAPK14	CSNK2A1
MAPK14	CSNK2A1
ARHGEF2	RHOA
RPA2	STAT3
RPA2	STAT3
RASA1	ANXA6
RASA1	ANXA6
VHL	TCEB1
VHL	VBP1
BIN1	BIN1
PRKRA	TP53
PRKRA	RB1
PRKRA	TP53
PRKRA	RB1
APCS	FCGR3A
APCS	FCGR1A
APCS	FCGR3B
PTPRC	GANAB
PTPRC	GANAB
CD2	CD58
GRIA1	EPB41L2
GRIA1	EPB41L1
CBX5	XRCC6
CBX5	XRCC6
CASP9	BIRC7
BIRC7	CASP7
BIRC7	CASP3
DCN	COL6A1
PTPN12	SHC1
PTPN12	SHC1
EGFR	PTPN6
EGFR	PTPN11
SLC9A3R2	PODXL
SLC9A3R2	PODXL
RBL2	CCNE1
RBL2	CCNA2
SCGB1A1	LRP2
SCGB1A1	CUBN
JUN	MAPK8
JUND	MAPK8
FGFR1	FDPS
MAP3K7	XIAP
MAP3K7	STRADB
TRAF6	XIAP
TRAF6	STRADB
XIAP	TAB1
XIAP	TAB2
XIAP	STRADB
XIAP	STRADB
PSMD2	TNFRSF1A
SH3GLB1	BIN1
SH3GLB1	AMPH
SH3GLB1	DNM1
SH3GL2	BIN1
SH3GL2	AMPH
SH3GL2	DNM1
SH3GL2	SYNJ2
SH3GL2	SYN1
SH3GLB1	HTT
KLK2	SERPINA5
PTN	SDC1
ITK	PLCG1
ITK	PLCG1
NCF4	NCF2
NCF4	NCF1
TEC	SOCS1
TEC	SOCS1
POLR1C	POLR1E
YAP1	RUNX3
YAP1	RUNX2
YAP1	RUNX1
TNIP1	MAPK1
MAPK1	TNIP1
MAPK1	TNIP1
PAK1IP1	PAK1
PAK1	PAK1IP1
PAK1	PAK1IP1
CD33	PTPN11
CD33	PTPN6
CD33	PTPN6
CD33	PTPN11
C1QA	C1S
C1QA	C1R
MBL2	MASP2
MBL2	MASP1
C1R	C1S
C1S	C1R
MASP1	MASP2
NR5A1	PITX1
SMNDC1	SNRNP200
TRIO	FLNA
RBL1	CCNA2
RBL1	E2F1
E2F1	RB1
E2F1	RBL1
E2F1	RB1
RAC2	NOS2
NOS2	RAC2
NOS2	RAC1
NOS2	RAC2
PPP2R3A	RBL1
ACTN2	TNN
RAD23B	PSMD4
STIP1	PRNP
STIP1	PRNP
CD27	TRAF1
CD27	TRAF3
CD27	TRAF2
BMP2	BMPR1A
BMP2	BMPR2
BMP2	ACTR2
NTRK1	NGF
SFPQ	NONO
SFPQ	NONO
MYB	PAX5
HEY2	HDAC9
HEY2	NCOR1
HEY2	SIN3A
HEY2	NCOR1
HEY2	HDAC1
HEY2	HES1
C4B	C2
CEBPB	CEBPG
IRF9	STAT1
IRF9	STAT2
IRF9	STAT1
IRF9	STAT2
ZNF174	ZNF24
ZNF174	ZNF192
ZNF192	ZNF165
ZNF192	ZNF24
ZNF192	ZNF192
ZNF165	ZNF24
ZNF165	ZNF192
ARHGAP1	RHOA
RHOA	ARHGAP1
RHOA	GRLF1
TRADD	TRAF2
NKX2-1	NCOA3
NKX2-1	CREBBP
NCOA3	CREBBP
SF3A1	SF3A3
ID1	ELSPBP1
ID1	TCF4
ID1	TCF12
ID1	MYF5
ID1	TCF3
ID2	TCF3
ID2	ELSPBP1
ID2	TCF4
ID2	MYOD1
ID2	MYF5
ID1	MYOD1
ID3	ELSPBP1
ID3	TCF4
ID3	TCF12
ID3	TCF3
TCF3	MYOD1
TCF3	MYF5
TCF3	MYF6
TCF3	MYOG
ELSPBP1	MYOG
ELSPBP1	MYOD1
ELSPBP1	MYF5
ELSPBP1	MYF6
TCF4	LYL1
TCF4	TAL1
TCF4	TAL2
ELSPBP1	ID1
ELSPBP1	ID2
ELSPBP1	ID3
MYOD1	ID1
MYOD1	ID2
MYOD1	ID3
MYF6	ID1
MYF6	ID2
MYF6	ID3
TLK2	ASF1A
TLK2	ASF1B
TLK1	ASF1A
TLK1	ASF1B
TLK2	ASF1B
TLK2	ASF1A
RAB22A	EEA1
PRKCA	GSK3B
CCR7	CCL19
BCAR1	FYN
BCAR1	FYN
BCAR1	PTPN11
CASP3	GORASP1
CTTN	CRB2
HAND2	NPM1
HAND2	HAND2
CDC6	MCM3
CDC6	MCM7
MCM7	CDC6
MCM7	MCM3
NCOA3	ESR1
NCOA3	ESR2
CKS1B	CCNA2
NFKBIA	RELA
NFKBIA	NFKB1
NFKBIA	HNRNPA1
HNRNPA1	NFKBIA
HNRNPA1	NFKBIA
GRIN1	GRIN2A
GRIN1	GRIN2B
GRIN1	GRIN3A
SH2D3A	BCAR1
SH2D3A	EGFR
EGFR	SH2D3A
MAPK8	SH2D3A
CD22	PTPRC
CD22	PTPN6
CD22	LYN
FYN	CSF1R
CSF1R	FYN
CSF1R	SRC
CSF1R	FYN
CSF1R	YES1
EEA1	STX12
EEA1	NSF
EEA1	RABEP1
PKD1	RGS7
PKD1	RGS7
LRP2	MAGI1
ZNF74	POLR2A
ZNF74	POLR2A
GRB2	SYNCRIP
PLCG1	SYNCRIP
CYCS	APAF1
TP53	CDC14A
TP53	CDC14B
TP53	CDC14B
TP53	CDC14A
RAC2	ARHGDIB
C6orf25	PTPN6
C6orf25	PTPN11
CTNND1	CDH1
CTNND1	CDH1
TP53	STK11
GSN	PIK3CA
GSN	PTK2
GSN	VCL
GSN	PXN
GSN	SRC
BCAR1	PTK2
BCAR1	VCL
BCAR1	PXN
GSN	PTPN12
SREBF2	CASP3
IGFBP3	IGF1
IGFBP3	IGF2
IGFBP3	IGF1
FGFR1	PLCG1
FGFR1	FRS2
FGFR1	FRS2
CD4	CCR5
CD4	CXCR4
MAPK8IP2	MAPK13
MAPK13	ATF2
MAPK13	FGF12
MAPK8IP2	FGF13
SLC9A3R1	TBC1D10A
YWHAH	KLC3
YWHAH	ARAF
YWHAH	SNRPE
YWHAH	RAF1
YWHAH	IRS1
YWHAH	PIK3CA
YWHAH	CDC25C
YWHAH	KIF5B
YWHAH	KLC3
KLC3	YWHAH
KLC3	YWHAH
KIF5B	YWHAH
HLA-DRB3	POMC
LNPEP	TNKS2
LNPEP	TNKS2
TERF1	TNKS2
TNKS2	LNPEP
MAPK1	TNKS2
RRN3	POLR1A
RRN3	TBP
RRN3	TAF1B
RRN3	UBTF
RRN3	TAF1B
RRN3	TAF1C
RRN3	TAF1A
RAD51	SUMO1
RAD52	SUMO1
ITSN1	SNAP25
ITSN1	SNAP23
SNAP25	ITSN1
CD59	C9
ERCC2	ERCC3
ERCC2	GTF2H1
TBPL1	GTF2B
HTT	NCOR1
MAD2L1	MAD2L1BP
PLSCR1	EGFR
SHC1	PLSCR1
EGFR	PLSCR1
CD48	LCK
CD4	LCK
TRADD	TRAF2
ODF1	TRIP6
ID3	PAX5
CDK7	GTF2H1
CDK7	ERCC3
GTF2H1	ERCC3
GTF2H1	ERCC2
BTK	BLNK
BTK	PLCG2
BTK	CBLB
CBLB	PLCG2
MAPK8IP1	MAPK8
MAPK8IP1	MAPK9
MED21	POLR2A
MED21	GTF2B
MED21	GTF2F1
MED21	CDK7
MED21	CDK8
MED21	TCERG1
CDK8	MED13
CDK8	MED12
CDK8	MED1
CDK8	MED14
CDK8	THRAP3
CDK8	MED24
CDK8	MED16
CDK8	MED17
CDK8	MED6
CDK8	MED31
CDK8	MED21
CDK8	MED10
THRA	MED12
THRA	MED16
THRA	MED6
THRA	MED12
THRA	MED24
THRA	MED16
THRA	CDK8
THRA	MED21
THRA	MED6
VDR	MED13
VDR	MED12
VDR	MED1
VDR	MED14
VDR	THRAP3
VDR	MED6
VDR	MED21
VDR	MED24
VDR	MED16
MED17	TP53
HCLS1	MAP4K1
MYO9B	CALM1
SHC1	AP2A2
SHC1	AP2A2
PTPN6	HOXA10
PTPN6	HOXA10
PTPN6	HOXA10
SUFU	GLI1
SUFU	GLI1
SHC1	GRB2
SHC1	IL2RB
SYTL1	NCF2
SYTL1	NCF1
TRAF2	TBK1
BMPR2	GDF9
TSN	TSNAX
CDC42	IQGAP1
RAC1	IQGAP1
CDC42	IQGAP1
EGFR	GRB2
EGFR	GRB14
EGFR	RASA1
GRB14	EGFR
GRB14	PDGFRB
KCNQ1	KCNQ2
CFHR3	C3
CFHR4	C3
KCNA4	DLG4
KCNA4	DLG4
KCNA4	DLG1
DLL1	NOTCH2
NFKB2	BTRC
SYT1	SNAP25
SYT3	SNAP25
RBPJ	NCOR2
INPP5K	NCOR2
CIR1	NCOR2
CD1D	P4HTM
HTT	ZDHHC17
ZDHHC17	HTT
HTT	ZDHHC17
HSPB8	HSPB2
PIGH	PIGA
PARD6A	CDC42
PARD6A	RHOQ
PARD6B	CDC42
PARD6B	RHOQ
PARD6B	CDC42
PARD6B	RHOQ
CDC42	PARD6B
GNB2L1	FYN
GNB2L1	GRIN2B
ACVR1B	SMAD7
LPXN	PTK2B
HBEGF	BAG1
HBEGF	BAG1
ALOX12	LMNA
ALOX12	ITGB4
ALOX12	TRIB1
